System Epoch,E4 Epoch,Corrected Epoch,Value,
1668571401763,1668571402398,1668571403008,1.1557,
1668571403268,1668571402648,1668571403258,1.1634,
1668571403268,1668571402898,1668571403508,1.1762,
1668571403269,1668571403148,1668571403758,1.1851,
1668571403269,1668571403398,1668571404008,1.1928,
1668571403269,1668571403648,1668571404258,1.1967,
1668571403269,1668571403898,1668571404508,1.1967,
1668571404731,1668571404148,1668571404758,1.1928,
1668571404731,1668571404398,1668571405008,1.1903,
1668571404733,1668571404648,1668571405258,1.1826,
1668571404733,1668571404898,1668571405508,1.1800,
1668571404733,1668571405148,1668571405758,1.1762,
1668571404733,1668571405398,1668571406008,1.1749,
1668571406239,1668571405648,1668571406258,1.1736,
1668571406239,1668571405898,1668571406508,1.1723,
1668571406240,1668571406148,1668571406758,1.1698,
1668571406240,1668571406398,1668571407008,1.1685,
1668571406240,1668571406648,1668571407258,1.1672,
1668571406240,1668571406898,1668571407508,1.1634,
1668571407747,1668571407148,1668571407758,1.1595,
1668571407747,1668571407398,1668571408008,1.1582,
1668571407748,1668571407648,1668571408258,1.1531,
1668571407748,1668571407898,1668571408508,1.1493,
1668571407748,1668571408148,1668571408758,1.1480,
1668571407748,1668571408398,1668571409008,1.1442,
1668571409232,1668571408648,1668571409258,1.1454,
1668571409232,1668571408898,1668571409508,1.1557,
1668571409232,1668571409148,1668571409758,1.1851,
1668571409232,1668571409398,1668571410008,1.2223,
1668571409232,1668571409648,1668571410258,1.2581,
1668571409232,1668571409898,1668571410508,1.2902,
1668571410762,1668571410148,1668571410758,1.3119,
1668571410762,1668571410398,1668571411008,1.3260,
1668571410763,1668571410648,1668571411258,1.3273,
1668571410763,1668571410898,1668571411508,1.3299,
1668571410763,1668571411148,1668571411758,1.3209,
1668571410763,1668571411398,1668571412008,1.3068,
1668571412247,1668571411648,1668571412258,1.2966,
1668571412247,1668571411898,1668571412508,1.2825,
1668571412247,1668571412148,1668571412758,1.2735,
1668571412247,1668571412398,1668571413008,1.2620,
1668571412247,1668571412648,1668571413258,1.2530,
1668571412247,1668571412898,1668571413508,1.2453,
1668571413754,1668571413148,1668571413758,1.2364,
1668571413754,1668571413398,1668571414008,1.2300,
1668571413755,1668571413648,1668571414258,1.2223,
1668571413755,1668571413898,1668571414508,1.2223,
1668571413755,1668571414148,1668571414758,1.2197,
1668571413755,1668571414398,1668571415008,1.2133,
1668571415239,1668571414648,1668571415258,1.2082,
1668571415239,1668571414898,1668571415508,1.2044,
1668571415240,1668571415148,1668571415758,1.2031,
1668571415240,1668571415398,1668571416008,1.1992,
1668571415240,1668571415648,1668571416258,1.1992,
1668571415240,1668571415898,1668571416508,1.1928,
1668571416747,1668571416148,1668571416758,1.1915,
1668571416747,1668571416398,1668571417008,1.1903,
1668571416748,1668571416648,1668571417258,1.1851,
1668571416748,1668571416898,1668571417508,1.1877,
1668571416748,1668571417148,1668571417758,1.1851,
1668571416748,1668571417398,1668571418008,1.1851,
1668571418232,1668571417648,1668571418258,1.1915,
1668571418232,1668571417898,1668571418508,1.2056,
1668571418233,1668571418148,1668571418758,1.2236,
1668571418233,1668571418398,1668571419008,1.2377,
1668571418233,1668571418648,1668571419258,1.2517,
1668571418233,1668571418898,1668571419508,1.2581,
1668571419738,1668571419148,1668571419758,1.2620,
1668571419739,1668571419398,1668571420008,1.2671,
1668571419740,1668571419648,1668571420258,1.2748,
1668571419740,1668571419898,1668571420508,1.2774,
1668571419740,1668571420148,1668571420758,1.2761,
1668571419740,1668571420398,1668571421008,1.2761,
1668571421247,1668571420648,1668571421258,1.2710,
1668571421247,1668571420898,1668571421508,1.2684,
1668571421248,1668571421148,1668571421758,1.2646,
1668571421248,1668571421398,1668571422008,1.2556,
1668571421248,1668571421648,1668571422258,1.2517,
1668571421248,1668571421898,1668571422508,1.2466,
1668571422731,1668571422148,1668571422758,1.2415,
1668571422731,1668571422398,1668571423008,1.2364,
1668571422733,1668571422648,1668571423258,1.2338,
1668571422733,1668571422898,1668571423508,1.2261,
1668571422733,1668571423148,1668571423758,1.2248,
1668571422733,1668571423398,1668571424008,1.2223,
1668571424239,1668571423648,1668571424258,1.2236,
1668571424240,1668571423898,1668571424508,1.2223,
1668571424240,1668571424148,1668571424758,1.2223,
1668571424240,1668571424398,1668571425008,1.2210,
1668571424240,1668571424648,1668571425258,1.2197,
1668571424240,1668571424898,1668571425508,1.2184,
1668571425746,1668571425148,1668571425758,1.2223,
1668571425746,1668571425398,1668571426008,1.2210,
1668571425747,1668571425648,1668571426258,1.2197,
1668571425747,1668571425898,1668571426508,1.2261,
1668571425747,1668571426148,1668571426758,1.2236,
1668571425747,1668571426398,1668571427008,1.2236,
1668571427232,1668571426648,1668571427258,1.2236,
1668571427232,1668571426898,1668571427508,1.2197,
1668571427233,1668571427148,1668571427758,1.2172,
1668571427233,1668571427398,1668571428008,1.2172,
1668571427233,1668571427648,1668571428258,1.2197,
1668571427233,1668571427898,1668571428508,1.2120,
1668571428763,1668571428148,1668571428758,1.2095,
1668571428763,1668571428398,1668571429008,1.2082,
1668571428764,1668571428648,1668571429258,1.2069,
1668571428764,1668571428898,1668571429508,1.2005,
1668571428764,1668571429148,1668571429758,1.1992,
1668571428764,1668571429398,1668571430008,1.1954,
1668571430269,1668571429648,1668571430258,1.1954,
1668571430269,1668571429898,1668571430508,1.1928,
1668571430270,1668571430148,1668571430758,1.1903,
1668571430270,1668571430398,1668571431008,1.1864,
1668571430270,1668571430648,1668571431258,1.1851,
1668571430270,1668571430898,1668571431508,1.1839,
1668571431732,1668571431148,1668571431758,1.1787,
1668571431732,1668571431398,1668571432008,1.1787,
1668571431733,1668571431648,1668571432258,1.1762,
1668571431733,1668571431898,1668571432508,1.1736,
1668571431733,1668571432148,1668571432758,1.1762,
1668571431733,1668571432398,1668571433008,1.1877,
1668571433241,1668571432648,1668571433258,1.2031,
1668571433241,1668571432898,1668571433508,1.2172,
1668571433241,1668571433148,1668571433758,1.2351,
1668571433241,1668571433398,1668571434008,1.2479,
1668571433241,1668571433648,1668571434258,1.2556,
1668571433241,1668571433898,1668571434508,1.2607,
1668571434747,1668571434148,1668571434758,1.2735,
1668571434747,1668571434398,1668571435008,1.2966,
1668571434748,1668571434648,1668571435258,1.3299,
1668571434748,1668571434898,1668571435508,1.3568,
1668571434748,1668571435148,1668571435758,1.3773,
1668571434748,1668571435398,1668571436008,1.3901,
1668571436232,1668571435648,1668571436258,1.3901,
1668571436232,1668571435898,1668571436508,1.3862,
1668571436233,1668571436148,1668571436758,1.3747,
1668571436233,1668571436398,1668571437008,1.3619,
1668571436233,1668571436648,1668571437258,1.3491,
1668571436233,1668571436898,1668571437508,1.3452,
1668571437740,1668571437148,1668571437758,1.3350,
1668571437740,1668571437398,1668571438008,1.3299,
1668571437740,1668571437648,1668571438258,1.3273,
1668571437740,1668571437898,1668571438508,1.3273,
1668571437740,1668571438148,1668571438758,1.3235,
1668571437740,1668571438398,1668571439008,1.3183,
1668571439248,1668571438648,1668571439258,1.3119,
1668571439248,1668571438898,1668571439508,1.3043,
1668571439249,1668571439148,1668571439758,1.3017,
1668571439249,1668571439398,1668571440008,1.2915,
1668571439249,1668571439648,1668571440258,1.2876,
1668571439249,1668571439898,1668571440508,1.2812,
1668571440732,1668571440148,1668571440758,1.2786,
1668571440732,1668571440398,1668571441008,1.2774,
1668571440733,1668571440648,1668571441258,1.2748,
1668571440733,1668571440898,1668571441508,1.2748,
1668571440733,1668571441148,1668571441758,1.2722,
1668571440733,1668571441398,1668571442008,1.2697,
1668571442240,1668571441648,1668571442258,1.2646,
1668571442240,1668571441898,1668571442508,1.2620,
1668571442241,1668571442148,1668571442758,1.2569,
1668571442241,1668571442398,1668571443008,1.2581,
1668571442241,1668571442648,1668571443258,1.2633,
1668571442241,1668571442898,1668571443508,1.2889,
1668571443747,1668571443148,1668571443758,1.3273,
1668571443747,1668571443398,1668571444008,1.3696,
1668571443748,1668571443648,1668571444258,1.4080,
1668571443748,1668571443898,1668571444508,1.4413,
1668571443748,1668571444148,1668571444758,1.4605,
1668571443748,1668571444398,1668571445008,1.4376,
1668571445279,1668571444648,1668571445258,1.4376,
1668571445279,1668571444898,1668571445508,1.4286,
1668571445280,1668571445148,1668571445758,1.4158,
1668571445280,1668571445398,1668571446008,1.3979,
1668571445280,1668571445648,1668571446258,1.3799,
1668571445280,1668571445898,1668571446508,1.3633,
1668571446739,1668571446148,1668571446758,1.3569,
1668571446739,1668571446398,1668571447008,1.3415,
1668571446740,1668571446648,1668571447258,1.3313,
1668571446740,1668571446898,1668571447508,1.3223,
1668571446740,1668571447148,1668571447758,1.3159,
1668571446740,1668571447398,1668571448008,1.3082,
1668571448247,1668571447648,1668571448258,1.2992,
1668571448247,1668571447898,1668571448508,1.2954,
1668571448248,1668571448148,1668571448758,1.2864,
1668571448248,1668571448398,1668571449008,1.2851,
1668571448248,1668571448648,1668571449258,1.2749,
1668571448248,1668571448898,1668571449508,1.2711,
1668571449734,1668571449398,1668571450008,1.2647,
1668571449734,1668571449148,1668571449758,1.2647,
1668571449735,1668571449648,1668571450258,1.2659,
1668571449735,1668571449898,1668571450508,1.2672,
1668571449735,1668571450148,1668571450758,1.2672,
1668571449735,1668571450398,1668571451008,1.2698,
1668571451240,1668571450898,1668571451508,1.2634,
1668571451243,1668571450648,1668571451258,1.2647,
1668571451243,1668571451148,1668571451758,1.2608,
1668571451243,1668571451398,1668571452008,1.2582,
1668571451243,1668571451648,1668571452258,1.2493,
1668571451243,1668571451898,1668571452508,1.2480,
1668571452748,1668571452148,1668571452758,1.2454,
1668571452748,1668571452398,1668571453008,1.2429,
1668571452748,1668571452648,1668571453258,1.2416,
1668571452748,1668571452898,1668571453508,1.2352,
1668571452748,1668571453148,1668571453758,1.2326,
1668571452748,1668571453398,1668571454008,1.2301,
1668571454232,1668571453648,1668571454258,1.2249,
1668571454233,1668571453898,1668571454508,1.2249,
1668571454233,1668571454148,1668571454758,1.2237,
1668571454233,1668571454398,1668571455008,1.2198,
1668571454233,1668571454648,1668571455258,1.2224,
1668571454233,1668571454898,1668571455508,1.2211,
1668571455742,1668571455148,1668571455758,1.2185,
1668571455742,1668571455398,1668571456008,1.2185,
1668571455743,1668571455648,1668571456258,1.2173,
1668571455743,1668571455898,1668571456508,1.2134,
1668571455743,1668571456148,1668571456758,1.2134,
1668571455743,1668571456398,1668571457008,1.2096,
1668571457248,1668571456648,1668571457258,1.2109,
1668571457248,1668571456898,1668571457508,1.2083,
1668571457249,1668571457148,1668571457758,1.2032,
1668571457249,1668571457398,1668571458008,1.2019,
1668571457249,1668571457648,1668571458258,1.2006,
1668571457249,1668571457898,1668571458508,1.1993,
1668571458732,1668571458148,1668571458758,1.1968,
1668571458732,1668571458398,1668571459008,1.1980,
1668571458733,1668571458648,1668571459258,1.1968,
1668571458733,1668571458898,1668571459508,1.2006,
1668571458733,1668571459148,1668571459758,1.1968,
1668571458733,1668571459398,1668571460008,1.2032,
1668571460240,1668571459648,1668571460258,1.2185,
1668571460240,1668571459898,1668571460508,1.2557,
1668571460241,1668571460148,1668571460758,1.3005,
1668571460241,1668571460398,1668571461008,1.3402,
1668571460241,1668571460648,1668571461258,1.3646,
1668571460241,1668571460898,1668571461508,1.3863,
1668571461726,1668571461148,1668571461758,1.3915,
1668571461726,1668571461398,1668571462008,1.3863,
1668571461727,1668571461648,1668571462258,1.3838,
1668571461727,1668571461898,1668571462508,1.3722,
1668571461727,1668571462148,1668571462758,1.3607,
1668571461727,1668571462398,1668571463008,1.3453,
1668571463233,1668571462648,1668571463258,1.3338,
1668571463233,1668571462898,1668571463508,1.3313,
1668571463234,1668571463148,1668571463758,1.3223,
1668571463234,1668571463398,1668571464008,1.3172,
1668571463234,1668571463648,1668571464258,1.3108,
1668571463234,1668571463898,1668571464508,1.3056,
1668571464740,1668571464148,1668571464758,1.2992,
1668571464740,1668571464398,1668571465008,1.2941,
1668571464741,1668571464648,1668571465258,1.2890,
1668571464741,1668571464898,1668571465508,1.2851,
1668571464741,1668571465148,1668571465758,1.2813,
1668571464741,1668571465398,1668571466008,1.2762,
1668571466248,1668571465648,1668571466258,1.2762,
1668571466248,1668571465898,1668571466508,1.2723,
1668571466249,1668571466148,1668571466758,1.2685,
1668571466249,1668571466398,1668571467008,1.2647,
1668571466249,1668571466648,1668571467258,1.2621,
1668571466249,1668571466898,1668571467508,1.2621,
1668571467734,1668571467148,1668571467758,1.2621,
1668571467734,1668571467398,1668571468008,1.2582,
1668571467734,1668571467648,1668571468258,1.2557,
1668571467734,1668571467898,1668571468508,1.2518,
1668571467734,1668571468148,1668571468758,1.2518,
1668571467734,1668571468398,1668571469008,1.2531,
1668571469240,1668571468648,1668571469258,1.2493,
1668571469240,1668571468898,1668571469508,1.2442,
1668571469241,1668571469148,1668571469758,1.2454,
1668571469241,1668571469398,1668571470008,1.2390,
1668571469241,1668571469648,1668571470258,1.2403,
1668571469241,1668571469898,1668571470508,1.2378,
1668571470725,1668571470148,1668571470758,1.2378,
1668571470725,1668571470398,1668571471008,1.2352,
1668571470726,1668571470648,1668571471258,1.2378,
1668571470726,1668571470898,1668571471508,1.2352,
1668571470726,1668571471148,1668571471758,1.2301,
1668571470726,1668571471398,1668571472008,1.2352,
1668571472233,1668571471898,1668571472508,1.2326,
1668571472235,1668571472148,1668571472758,1.2288,
1668571472235,1668571472398,1668571473008,1.2249,
1668571472235,1668571472648,1668571473258,1.2224,
1668571472235,1668571472898,1668571473508,1.2198,
1668571472234,1668571471648,1668571472258,1.2313,
1668571473740,1668571473148,1668571473758,1.2160,
1668571473740,1668571473398,1668571474008,1.2160,
1668571473741,1668571473648,1668571474258,1.2147,
1668571473741,1668571473898,1668571474508,1.2096,
1668571473741,1668571474148,1668571474758,1.2083,
1668571473741,1668571474398,1668571475008,1.2057,
1668571475225,1668571474648,1668571475258,1.2083,
1668571475225,1668571474898,1668571475508,1.2019,
1668571475226,1668571475148,1668571475758,1.1993,
1668571475226,1668571475398,1668571476008,1.1968,
1668571475226,1668571475648,1668571476258,1.1980,
1668571475226,1668571475898,1668571476508,1.1942,
1668571476733,1668571476398,1668571477008,1.1929,
1668571476733,1668571476148,1668571476758,1.1942,
1668571476734,1668571476648,1668571477258,1.1904,
1668571476734,1668571476898,1668571477508,1.1904,
1668571476734,1668571477148,1668571477758,1.1904,
1668571476734,1668571477398,1668571478008,1.1929,
1668571478240,1668571477648,1668571478258,1.1916,
1668571478240,1668571477898,1668571478508,1.1904,
1668571478241,1668571478148,1668571478758,1.1942,
1668571478241,1668571478398,1668571479008,1.1891,
1668571478241,1668571478648,1668571479258,1.1865,
1668571478241,1668571478898,1668571479508,1.1840,
1668571479725,1668571479148,1668571479758,1.1904,
1668571479725,1668571479398,1668571480008,1.1891,
1668571479727,1668571479648,1668571480258,1.1904,
1668571479727,1668571479898,1668571480508,1.1852,
1668571479727,1668571480148,1668571480758,1.1827,
1668571479727,1668571480398,1668571481008,1.1827,
1668571481232,1668571480648,1668571481258,1.1852,
1668571481232,1668571480898,1668571481508,1.1827,
1668571481234,1668571481148,1668571481758,1.1814,
1668571481234,1668571481398,1668571482008,1.1750,
1668571481234,1668571481648,1668571482258,1.1788,
1668571481234,1668571481898,1668571482508,1.1724,
1668571482741,1668571482148,1668571482758,1.1699,
1668571482742,1668571482398,1668571483008,1.1711,
1668571482743,1668571482648,1668571483258,1.1673,
1668571482743,1668571482898,1668571483508,1.1660,
1668571482743,1668571483148,1668571483758,1.1635,
1668571482743,1668571483398,1668571484008,1.1622,
1668571484225,1668571483648,1668571484258,1.1583,
1668571484225,1668571483898,1668571484508,1.1558,
1668571484226,1668571484148,1668571484758,1.1532,
1668571484226,1668571484398,1668571485008,1.1507,
1668571484226,1668571484648,1668571485258,1.1468,
1668571484226,1668571484898,1668571485508,1.1468,
1668571485733,1668571485148,1668571485758,1.1481,
1668571485733,1668571485398,1668571486008,1.1494,
1668571485734,1668571485648,1668571486258,1.1507,
1668571485734,1668571485898,1668571486508,1.1519,
1668571485734,1668571486148,1668571486758,1.1481,
1668571485734,1668571486398,1668571487008,1.1507,
1668571487240,1668571486648,1668571487258,1.1443,
1668571487241,1668571486898,1668571487508,1.1430,
1668571487242,1668571487148,1668571487758,1.1378,
1668571487242,1668571487398,1668571488008,1.1391,
1668571487242,1668571487648,1668571488258,1.1340,
1668571487242,1668571487898,1668571488508,1.1302,
1668571488725,1668571488148,1668571488758,1.1289,
1668571488725,1668571488398,1668571489008,1.1302,
1668571488726,1668571488648,1668571489258,1.1314,
1668571488726,1668571488898,1668571489508,1.1340,
1668571488726,1668571489148,1668571489758,1.1353,
1668571488726,1668571489398,1668571490008,1.1366,
1668571490232,1668571489648,1668571490258,1.1494,
1668571490232,1668571489898,1668571490508,1.1519,
1668571490234,1668571490148,1668571490758,1.1558,
1668571490234,1668571490398,1668571491008,1.1571,
1668571490234,1668571490648,1668571491258,1.1635,
1668571490234,1668571490898,1668571491508,1.1647,
1668571491740,1668571491148,1668571491758,1.1647,
1668571491741,1668571491398,1668571492008,1.1609,
1668571491741,1668571491648,1668571492258,1.1647,
1668571491741,1668571491898,1668571492508,1.1622,
1668571491741,1668571492148,1668571492758,1.1583,
1668571491741,1668571492398,1668571493008,1.1507,
1668571493225,1668571492648,1668571493258,1.1468,
1668571493225,1668571492898,1668571493508,1.1430,
1668571493227,1668571493148,1668571493758,1.1430,
1668571493227,1668571493398,1668571494008,1.1430,
1668571493227,1668571493648,1668571494258,1.1404,
1668571493227,1668571493898,1668571494508,1.1353,
1668571494733,1668571494148,1668571494758,1.1366,
1668571494733,1668571494398,1668571495008,1.1302,
1668571494734,1668571494648,1668571495258,1.1289,
1668571494734,1668571494898,1668571495508,1.1250,
1668571494734,1668571495148,1668571495758,1.1174,
1668571494734,1668571495398,1668571496008,1.1186,
1668571496264,1668571495648,1668571496258,1.1161,
1668571496264,1668571495898,1668571496508,1.1161,
1668571496265,1668571496148,1668571496758,1.1122,
1668571496265,1668571496398,1668571497008,1.1135,
1668571496265,1668571496648,1668571497258,1.1135,
1668571496265,1668571496898,1668571497508,1.1071,
1668571497727,1668571497148,1668571497758,1.1071,
1668571497727,1668571497398,1668571498008,1.1071,
1668571497728,1668571497648,1668571498258,1.1084,
1668571497728,1668571497898,1668571498508,1.0994,
1668571497728,1668571498148,1668571498758,1.0994,
1668571497728,1668571498398,1668571499008,1.0981,
1668571499235,1668571498648,1668571499258,1.0981,
1668571499235,1668571498898,1668571499508,1.0943,
1668571499236,1668571499148,1668571499758,1.0956,
1668571499236,1668571499398,1668571500008,1.0879,
1668571499236,1668571499648,1668571500258,1.0866,
1668571499236,1668571499898,1668571500508,1.0828,
1668571500741,1668571500148,1668571500758,1.0828,
1668571500741,1668571500398,1668571501008,1.0789,
1668571500742,1668571500648,1668571501258,1.0776,
1668571500742,1668571500898,1668571501508,1.0712,
1668571500742,1668571501148,1668571501758,1.0648,
1668571500742,1668571501398,1668571502008,1.0661,
1668571502226,1668571501898,1668571502508,1.0636,
1668571502226,1668571501648,1668571502258,1.0674,
1668571502227,1668571502148,1668571502758,1.0661,
1668571502227,1668571502398,1668571503008,1.0610,
1668571502227,1668571502648,1668571503258,1.0610,
1668571502227,1668571502898,1668571503508,1.0636,
1668571503733,1668571503398,1668571504008,1.0546,
1668571503733,1668571503148,1668571503758,1.0572,
1668571503734,1668571503648,1668571504258,1.0559,
1668571503734,1668571503898,1668571504508,1.0520,
1668571503734,1668571504148,1668571504758,1.0533,
1668571503734,1668571504398,1668571505008,1.0559,
1668571505242,1668571504648,1668571505258,1.0572,
1668571505242,1668571504898,1668571505508,1.0533,
1668571505242,1668571505148,1668571505758,1.0520,
1668571505242,1668571505398,1668571506008,1.0520,
1668571505242,1668571505648,1668571506258,1.0507,
1668571505242,1668571505898,1668571506508,1.0610,
1668571506726,1668571506148,1668571506758,1.0789,
1668571506726,1668571506398,1668571507008,1.0840,
1668571506727,1668571506648,1668571507258,1.0969,
1668571506727,1668571506898,1668571507508,1.1033,
1668571506727,1668571507148,1668571507758,1.1097,
1668571506727,1668571507398,1668571508008,1.1097,
1668571508233,1668571507648,1668571508258,1.1058,
1668571508233,1668571507898,1668571508508,1.0994,
1668571508234,1668571508148,1668571508758,1.0943,
1668571508234,1668571508398,1668571509008,1.0853,
1668571508234,1668571508648,1668571509258,1.0815,
1668571508234,1668571508898,1668571509508,1.0802,
1668571509740,1668571509148,1668571509758,1.0764,
1668571509740,1668571509398,1668571510008,1.0751,
1668571509742,1668571509648,1668571510258,1.0751,
1668571509742,1668571509898,1668571510508,1.0725,
1668571509742,1668571510148,1668571510758,1.0674,
1668571509742,1668571510398,1668571511008,1.0661,
1668571511227,1668571510648,1668571511258,1.0674,
1668571511227,1668571510898,1668571511508,1.0623,
1668571511228,1668571511148,1668571511758,1.0687,
1668571511228,1668571511398,1668571512008,1.0636,
1668571511228,1668571511648,1668571512258,1.0636,
1668571511228,1668571511898,1668571512508,1.0597,
1668571512734,1668571512148,1668571512758,1.0610,
1668571512734,1668571512398,1668571513008,1.0546,
1668571512735,1668571512648,1668571513258,1.0482,
1668571512735,1668571512898,1668571513508,1.0495,
1668571512735,1668571513148,1668571513758,1.0405,
1668571512735,1668571513398,1668571514008,1.0405,
1668571514241,1668571513648,1668571514258,1.0367,
1668571514241,1668571513898,1668571514508,1.0315,
1668571514241,1668571514148,1668571514758,1.0315,
1668571514241,1668571514398,1668571515008,1.0277,
1668571514241,1668571514648,1668571515258,1.0277,
1668571514241,1668571514898,1668571515508,1.0290,
1668571515727,1668571515148,1668571515758,1.0264,
1668571515728,1668571515398,1668571516008,1.0264,
1668571515729,1668571515648,1668571516258,1.0238,
1668571515729,1668571515898,1668571516508,1.0187,
1668571515729,1668571516148,1668571516758,1.0174,
1668571515729,1668571516398,1668571517008,1.0187,
1668571517233,1668571516648,1668571517258,1.0174,
1668571517233,1668571516898,1668571517508,1.0123,
1668571517234,1668571517148,1668571517758,1.0123,
1668571517234,1668571517398,1668571518008,1.0123,
1668571517234,1668571517648,1668571518258,1.0110,
1668571517234,1668571517898,1668571518508,1.0085,
1668571518786,1668571518148,1668571518758,1.0046,
1668571518786,1668571518398,1668571519008,1.0046,
1668571518788,1668571518648,1668571519258,1.0021,
1668571518788,1668571518898,1668571519508,1.0008,
1668571518788,1668571519148,1668571519758,1.0008,
1668571518788,1668571519398,1668571520008,1.0046,
1668571520226,1668571519648,1668571520258,1.0034,
1668571520226,1668571519898,1668571520508,0.9995,
1668571520227,1668571520148,1668571520758,0.9931,
1668571520227,1668571520398,1668571521008,0.9970,
1668571520227,1668571520648,1668571521258,0.9931,
1668571520227,1668571520898,1668571521508,0.9905,
1668571521734,1668571521148,1668571521758,0.9905,
1668571521734,1668571521398,1668571522008,0.9893,
1668571521735,1668571521648,1668571522258,0.9854,
1668571521735,1668571521898,1668571522508,0.9803,
1668571521735,1668571522148,1668571522758,0.9816,
1668571521735,1668571522398,1668571523008,0.9739,
1668571523218,1668571522648,1668571523258,0.9713,
1668571523218,1668571522898,1668571523508,0.9675,
1668571523219,1668571523148,1668571523758,0.9688,
1668571523219,1668571523398,1668571524008,0.9649,
1668571523219,1668571523648,1668571524258,0.9662,
1668571523219,1668571523898,1668571524508,0.9649,
1668571524728,1668571524148,1668571524758,0.9624,
1668571524728,1668571524398,1668571525008,0.9662,
1668571524728,1668571524648,1668571525258,0.9662,
1668571524728,1668571524898,1668571525508,0.9611,
1668571524728,1668571525148,1668571525758,0.9598,
1668571524728,1668571525398,1668571526008,0.9611,
1668571526234,1668571525648,1668571526258,0.9585,
1668571526234,1668571525898,1668571526508,0.9560,
1668571526234,1668571526148,1668571526758,0.9585,
1668571526234,1668571526398,1668571527008,0.9547,
1668571526234,1668571526648,1668571527258,0.9508,
1668571526234,1668571526898,1668571527508,0.9892,
1668571527720,1668571527148,1668571527758,0.9853,
1668571527720,1668571527398,1668571528008,0.9840,
1668571527720,1668571527648,1668571528258,0.9802,
1668571527720,1668571527898,1668571528508,0.9776,
1668571527720,1668571528148,1668571528758,0.9712,
1668571527720,1668571528398,1668571529008,0.9725,
1668571529226,1668571528648,1668571529258,0.9687,
1668571529226,1668571528898,1668571529508,0.9674,
1668571529227,1668571529148,1668571529758,0.9648,
1668571529227,1668571529398,1668571530008,0.9610,
1668571529227,1668571529648,1668571530258,0.9571,
1668571529227,1668571529898,1668571530508,0.9610,
1668571530733,1668571530148,1668571530758,0.9584,
1668571530734,1668571530398,1668571531008,0.9571,
1668571530735,1668571530648,1668571531258,0.9533,
1668571530735,1668571530898,1668571531508,0.9495,
1668571530735,1668571531148,1668571531758,0.9482,
1668571530735,1668571531398,1668571532008,0.9507,
1668571532241,1668571531648,1668571532258,0.9507,
1668571532241,1668571531898,1668571532508,0.9520,
1668571532241,1668571532148,1668571532758,0.9559,
1668571532241,1668571532398,1668571533008,0.9674,
1668571532241,1668571532648,1668571533258,0.9866,
1668571532241,1668571532898,1668571533508,1.0109,
1668571533728,1668571533148,1668571533758,1.0545,
1668571533728,1668571533398,1668571534008,1.1006,
1668571533729,1668571533648,1668571534258,1.1377,
1668571533729,1668571533898,1668571534508,1.1634,
1668571533729,1668571534148,1668571534758,1.1915,
1668571533729,1668571534398,1668571535008,1.2082,
1668571535234,1668571534648,1668571535258,1.2159,
1668571535234,1668571534898,1668571535508,1.2159,
1668571535235,1668571535148,1668571535758,1.2133,
1668571535235,1668571535398,1668571536008,1.2069,
1668571535235,1668571535648,1668571536258,1.1992,
1668571535235,1668571535898,1668571536508,1.1915,
1668571536721,1668571536148,1668571536758,1.1839,
1668571536724,1668571536398,1668571537008,1.1890,
1668571536724,1668571536648,1668571537258,1.2133,
1668571536724,1668571536898,1668571537508,1.2633,
1668571536724,1668571537148,1668571537758,1.3171,
1668571536724,1668571537398,1668571538008,1.3606,
1668571538226,1668571537648,1668571538258,1.3978,
1668571538226,1668571537898,1668571538508,1.4170,
1668571538227,1668571538148,1668571538758,1.4298,
1668571538227,1668571538398,1668571539008,1.4400,
1668571538227,1668571538648,1668571539258,1.4516,
1668571538227,1668571538898,1668571539508,1.4644,
1668571539734,1668571539148,1668571539758,1.4299,
1668571539734,1668571539398,1668571540008,1.4414,
1668571539735,1668571539648,1668571540258,1.4850,
1668571539735,1668571539898,1668571540508,1.5170,
1668571539735,1668571540148,1668571540758,1.5528,
1668571539735,1668571540398,1668571541008,1.5810,
1668571541218,1668571540648,1668571541258,1.5810,
1668571541218,1668571540898,1668571541508,1.5785,
1668571541220,1668571541148,1668571541758,1.5759,
1668571541220,1668571541398,1668571542008,1.5644,
1668571541220,1668571541648,1668571542258,1.5605,
1668571541220,1668571541898,1668571542508,1.5708,
1668571542727,1668571542148,1668571542758,1.6015,
1668571542727,1668571542398,1668571543008,1.6502,
1668571542727,1668571542648,1668571543258,1.6848,
1668571542727,1668571542898,1668571543508,1.6963,
1668571542727,1668571543148,1668571543758,1.7219,
1668571542727,1668571543398,1668571544008,1.7399,
1668571544235,1668571543648,1668571544258,1.7527,
1668571544235,1668571543898,1668571544508,1.7360,
1668571544236,1668571544148,1668571544758,1.7142,
1668571544236,1668571544398,1668571545008,1.6861,
1668571544236,1668571544648,1668571545258,1.6604,
1668571544236,1668571544898,1668571545508,1.6399,
1668571545719,1668571545148,1668571545758,1.6220,
1668571545719,1668571545398,1668571546008,1.6143,
1668571545720,1668571545648,1668571546258,1.5990,
1668571545720,1668571545898,1668571546508,1.5874,
1668571545720,1668571546148,1668571546758,1.5785,
1668571545720,1668571546398,1668571547008,1.5772,
1668571547227,1668571546648,1668571547258,1.5708,
1668571547227,1668571546898,1668571547508,1.5657,
1668571547228,1668571547148,1668571547758,1.5682,
1668571547228,1668571547398,1668571548008,1.5605,
1668571547228,1668571547648,1668571548258,1.5541,
